name,location,property_status,property_type,property_size,price,bedrooms,bathrooms,Pool,Latitude,Longitude,link
Gold Coast Diamante 233B,Malmok,Reduced in price, Condominium/Townhouse, m² (0 Sq Ft),350.000,2,2,Yes,12.59762929867554,"-70.04055881471633
                                        ",https://kw-aruba.com//listings/diamante-233B
Gold Coast Diamante 124-C,Malmok,Under contract, Condominium/Townhouse, m² (0 Sq Ft),350.000,2,2,Yes,12.59907292138561,"-70.0435789820671
                                        ",https://kw-aruba.com//listings/gold-coast-diamante-124-c
Tuscany Residence Townhouse,Noord,Sold, Condominium/Townhouse, m² (0 Sq Ft),347.000,3,2,Yes,12.581976036775197,"-70.03653215852204
                                        ",https://kw-aruba.com//listings/tuscany-townhouses
Diamante 16,Malmok,Under contract, Condominium/Townhouse,0 m² (0 Sq Ft),340.000,2,2,Yes,12.599353006808375,"-70.04035228462219
                                        ",https://kw-aruba.com//listings/diamante-16
Harbour House Aruba,Oranjestad,,,370 m² (3.983 Sq Ft),339.121,2,1,Yes,12.519424655690976,"-70.04060977668762
                                        ",https://kw-aruba.com//listings/harbour-house-aruba
Diamante 124 B Gold Coast Aruba,Malmok,Sold, Condominium/Townhouse,90 m² (969 Sq Ft),335.000,2,2,Yes,12.59919594959969,"-70.04354411334991
                                        ",https://kw-aruba.com//listings/diamante-124-b-gold-coast-aruba
GOLD COAST ARUBA Condo Diamante 236b,Malmok,Sold, Condominium/Townhouse, m² (0 Sq Ft),300.000,2,2,No,12.59782431255372,"-70.03984802932739
                                        ",https://kw-aruba.com//listings/gold-coast-aruba-condo-diamante-236b
Harbour House Studio #520,Oranjestad,,, m² (0 Sq Ft),295.000,0,1,Yes,12.51924398375174,"-70.04077070922851
                                        ",https://kw-aruba.com//listings/harbour-house-unit-520
Aracari Residences,Noord,Sold, Condominium/Townhouse, m² (0 Sq Ft),294.866,0,0,Yes,12.58453685332743,"-70.03730529518127
                                        ",https://kw-aruba.com//listings/aracari-residences
Wariruri Condominiums,Noord,Sold, Condominium/Townhouse, m² (0 Sq Ft),275.800,2,2,Yes,12.587944543782163,"-70.03734218564453
                                        ",https://kw-aruba.com//listings/wariruri-condominiums
"Gold Coast condo ""Andicuri""",Malmok,,, m² (0 Sq Ft),275.000,1,1,Yes,12.50889834044598,"-70.00970268220901
                                        ",https://kw-aruba.com//listings/gold-coast-one-bedroom-apartment-andicuri
Town House 36-B,Noord,New Listing, Condominium/Townhouse,195 m² (2.099 Sq Ft),268.000,3,1,,12.550045410952329,"-70.03296279878616
                                        ",https://kw-aruba.com//listings/town-house-36-b
Townhouse 1-B,Noord,New Listing, Condominium/Townhouse,139 m² (1.496 Sq Ft),258.000,3,1,Yes,12.549775744257513,"-70.03294670553204
                                        ",https://kw-aruba.com//listings/townhouse-1-b
Commandeurs Condominium,Oranjestad,New Listing, Condominium/Townhouse, m² (0 Sq Ft),205.000,1,1,Yes,12.538622291786192,"-70.0351863500595
                                        ",https://kw-aruba.com//listings/commandeurs
Bushiri property land,Oranjestad,Sold, Land,29616 m² (318.787 Sq Ft),4.157.303,0,0,,12.53719272985753,"-70.04490131111145
                                        ",https://kw-aruba.com//listings/bushiri-property-land
Camacuri Property Land,Oranjestad,,,26463 m² (284.848 Sq Ft),4.000.000,0,0,,12.505352813276144,"-70.01783245773315
                                        ",https://kw-aruba.com//listings/camacuri-property-land
Sabana Liber 24.060m2 property land,Noord,Under contract, Land,24060 m² (258.982 Sq Ft),1.743.674,0,0,,12.559436442761179,"-70.02066487045288
                                        ",https://kw-aruba.com//listings/sabana-liber-land
Bella Vista lot 16,Malmok,,,2607 m² (28.062 Sq Ft),1.100.000,0,0,,12.602871063062748,"-70.04725092620849
                                        ",https://kw-aruba.com//listings/bella-vista-lot-16
Bella Vista lot 17,Malmok,,,2425 m² (26.103 Sq Ft),1.100.000,0,0,,12.602933885056933,"-70.04718655319213
                                        ",https://kw-aruba.com//listings/bella-vista-lot-17
Ponton 13726m2 Property land,Oranjestad,,,13726 m² (147.747 Sq Ft),925.348,0,0,,12.53520285023372,"-70.03392034740448
                                        ",https://kw-aruba.com//listings/ponton-13726m2-property-land
Property land Modanza,Tanki Leendert,New Listing, Land,15871 m² (170.835 Sq Ft),802.466,0,0,,12.534490679055425,"-70.01637333602906
                                        ",https://kw-aruba.com//listings/property-land-modanza
Tierra del Sol - La Colina 19,Malmok,Sold, Land,1432 m² (15.414 Sq Ft),750.000,0,0,,12.60606449492852,"-70.04588836402893
                                        ",https://kw-aruba.com//listings/la-colina-19
Alto Vista Property Land 14.000 m2,Noord,Reduced in price, Land,14000 m² (150.696 Sq Ft),707.865,0,0,,12.567248514614741,"-70.01269334526062
                                        ",https://kw-aruba.com//listings/alto-vista-property-land-14000-m2
Property land Parkietenbos,Oranjestad,New Listing, Land,15028 m² (161.761 Sq Ft),500.933,0,0,,12.490531249783881,"-70.00230246753692
                                        ",https://kw-aruba.com//listings/property-land-parkietenbos
Watapana Gezaag,San Nicolas,New Listing, Land,7621 m² (82.032 Sq Ft),470.960,0,0,,,,https://kw-aruba.com//listings/watapana-gezaag
Commercial land at Palm Beach,Palm Beach,,,591 m² (6.362 Sq Ft),438.202,0,0,,12.565372748911015,"-70.03884622426033
                                        ",https://kw-aruba.com//listings/palm-beach-land
Catalina Estates,Malmok,New Listing, Land,765 m² (8.234 Sq Ft),425.000,0,0,,12.605216407068552,"-70.04808777542114
                                        ",https://kw-aruba.com//listings/catalina-estates
Santa Lucia 10.500m2 property land,Santa Cruz,New Listing, Land,10500 m² (113.022 Sq Ft),383.426,0,0,,12.522320626319965,"-69.96292227478027
                                        ",https://kw-aruba.com//listings/santa-lucia-10500m2-property-land-2
Santa Lucia 7998 m2 property land,Santa Cruz,New Listing, Land,7998 m² (86.090 Sq Ft),292.061,0,0,,12.522278731859064,"-69.96290081710815
                                        ",https://kw-aruba.com//listings/santa-lucia-7998-m2-property-land
Private land at Sero di Turibana Lot 8,Noord,Sold, Land, m² (0 Sq Ft),232.800,0,0,,12.573038649844785,"-70.02838391176685
                                        ",https://kw-aruba.com//listings/sero-di-turibana
Rooi Santo Noord,Noord,Under contract, Land, m² (0 Sq Ft),224.000,0,0,,12.584714861663414,"-70.03834599227905
                                        ",https://kw-aruba.com//listings/rooi-santo-noord
4239M2 Property Land Coba Lodo,Santa Cruz,,,4239 m² (45.629 Sq Ft),222.983,0,0,,12.515387000441029,"-69.96164554328918
                                        ",https://kw-aruba.com//listings/4239m2-property-land-coba-lodo
Alto Vista land,Noord,New Listing, Land,1069 m² (11.507 Sq Ft),212.731,0,0,,12.563640958653021,"-70.01600319118499
                                        ",https://kw-aruba.com//listings/alto-vista-land
Bringamosa 2228 Property land,Santa Cruz,,,2228 m² (23.982 Sq Ft),200.269,0,0,,12.493773212073414,"-69.96712797851562
                                        ",https://kw-aruba.com//listings/bringamosa-2228-property-land
Property land Bringamosa 2027m2,Santa Cruz,Sold, Land,2027 m² (21.819 Sq Ft),182.202,0,0,,12.492822624757196,"-69.96757322521209
                                        ",https://kw-aruba.com//listings/property-land-bringamosa
Morgenster z/n,Santa Cruz,,,2145 m² (23.089 Sq Ft),168.539,0,0,,12.514758565927565,"-70.00904554100036
                                        ",https://kw-aruba.com//listings/morgenster-zn
Ayo Property Land 1712m2 - Plot 1,Ayo,Sold, Land,1712 m² (18.428 Sq Ft),168.314,0,0,,12.53482581867866,"-69.97453623981475
                                        ",https://kw-aruba.com//listings/ayo-property-land-1712m2-plot-1
Property land Bubali #2,Eagle Beach,Sold, Land,711 m² (7.653 Sq Ft),163.530,0,0,,12.550304604888069,"-70.04308813781738
                                        ",https://kw-aruba.com//listings/property-land-bubali-2
Seroe Blanco Property Land,Oranjestad,New Listing, Land, m² (0 Sq Ft),151.109,0,0,,,,https://kw-aruba.com//listings/seroe-blanco-property-land
Kurimiauw lot D950,Noord,Under contract, Land,751 m² (8.084 Sq Ft),150.200,2,2,,12.578285541132276,"-70.0292050239563
                                        ",https://kw-aruba.com//listings/kurimiauw-lot-d950
Ayo Property Land 1262m2 - Plot 2,Ayo,Sold, Land,1262 m² (13.584 Sq Ft),141.088,0,0,,12.535323290753155,"-69.9742733833313
                                        ",https://kw-aruba.com//listings/ayo-property-land-1262m2-plot-2
San Fuego property Lot 3,Santa Cruz,Under contract, Land,1072 m² (11.539 Sq Ft),105.600,0,0,,12.501047838953017,"-69.95488637657161
                                        ",https://kw-aruba.com//listings/san-fuego-property-lot-3
Land Matadera,Noord,,,668 m² (7.190 Sq Ft),99.532,0,0,,12.552043030193598,"-70.02467745513916
                                        ",https://kw-aruba.com//listings/land-matadera
Property in Noord lot D163,Noord,Under contract, Land,365 m² (3.929 Sq Ft),96.725,0,0,,12.56582958354983,"-70.02908700675964
                                        ",https://kw-aruba.com//listings/property-noord-d163
San Fuego property Lot 2,Santa Cruz,Under contract, Land,926 m² (9.967 Sq Ft),91.040,0,0,,12.501094974096686,"-69.95497757167816
                                        ",https://kw-aruba.com//listings/san-fuego-property
Tamarijn Homes and Garden - Baranca 39,Paradera,,,414 m² (4.456 Sq Ft),81.500,0,0,,,,https://kw-aruba.com//listings/baranca-39
AVAILABLE AGAIN! Property land Plots Noord - Napa Valley,Noord,New Listing, Land,225 m² (2.422 Sq Ft),72.510,0,0,,12.550084682777596,"-70.03219300479886
                                        ",https://kw-aruba.com//listings/property-land-plots-noord-napa-valley
Jaburibari Residence #2,Paradera,Sold, Land,273 m² (2.939 Sq Ft),48.449,0,0,,,,https://kw-aruba.com//listings/jaburibari-residence-2
Boutique Hotel OceanZ,Malmok,,,1430 m² (15.393 Sq Ft),9.500.000,17,13,Yes,12.600103638318503,"-70.04983591523595
                                        ",https://kw-aruba.com//listings/hotel-oceanz
Gray Door Apartments (Commercial Investment),Noord,Reduced in price, Commercial,995 m² (10.710 Sq Ft),3.100.000,13,14,Yes,12.569209349263728,"-70.03050857753753
                                        ",https://kw-aruba.com//listings/gray-door-apartments
Lux Villas by GG,Noord,,,4454 m² (47.943 Sq Ft),2.750.000,18,18,Yes,12.552273423027449,"-70.03662937850952
                                        ",https://kw-aruba.com//listings/lux-villas-gg
Tropical Boutique Hotel,Oranjestad,Sold, Commercial,1904 m² (20.495 Sq Ft),1.325.000,12,12,Yes,12.528447617956878,"-70.0368064043045
                                        ",https://kw-aruba.com//listings/tropical-boutique-hotel
Island Yoga Building,Palm Beach,New Listing, Commercial,1335 m² (14.370 Sq Ft),1.200.000,0,5,No,12.564237858200068,"-70.03545188875198
                                        ",https://kw-aruba.com//listings/IslandYoga
Salina Cerca villa and apartments,Noord,Under contract, Commercial,907 m² (9.763 Sq Ft),995.000,7,6,Yes,12.578662508994416,"-70.0359588262558
                                        ",https://kw-aruba.com//listings/salina-cerca-villa-and-apartments
Commercial Industrial Building,Oranjestad,,,2545 m² (27.394 Sq Ft),955.056,0,0,No,12.51325031685309,"-70.02053612442016
                                        ",https://kw-aruba.com//listings/commercial-industrial-building
WILHELMINA STRAAT 102,Oranjestad,,,1585 m² (17.061 Sq Ft),955.000,0,0,,12.517900723193646,"-70.03038519592285
                                        ",https://kw-aruba.com//listings/wilhelmina-straat-102
Koyari Boutique Apartments,Noord,Under contract, Commercial,1506 m² (16.211 Sq Ft),939.000,8,8,Yes,12.558776699283268,"-70.0454162952423
                                        ",https://kw-aruba.com//listings/koyari-apartments
Cariñas apartments Palm Beach,Noord,,,706 m² (7.599 Sq Ft),853.000,7,6,No,12.573345640304296,"-70.04068756074905
                                        ",https://kw-aruba.com//listings/carinas-apartments-palm-beach
Monaco Vacation House,Oranjestad,,,1382 m² (14.876 Sq Ft),850.000,8,8,Yes,12.526792820888476,"-70.02164924116134
                                        ",https://kw-aruba.com//listings/monaco-vacation-house
Beatrixstraat Apartment Complex,Oranjestad,,,530 m² (5.705 Sq Ft),650.000,6,6,Yes,12.515758823474618,"-70.03291183681488
                                        ",https://kw-aruba.com//listings/beatrixstraat-apartment-complex
Bubali 107 F,Noord,New Listing, Commercial,630 m² (6.781 Sq Ft),499.900,8,7,No,12.551734094024456,"-70.04375332565307
                                        ",https://kw-aruba.com//listings/bubali-107-f
"Office building ""The Vault""",Oranjestad,,,284 m² (3.057 Sq Ft),449.438,0,1,,12.51936181329169,"-70.03432267875671
                                        ",https://kw-aruba.com//listings/vault-2
Commercial Ierlandstraat,Oranjestad,New Listing, Commercial,893 m² (9.612 Sq Ft),421.349,4,3,No,12.531437746484407,"-70.0470175740242
                                        ",https://kw-aruba.com//listings/commercial-ierlandstraat
Apartment Complex Bubali 79-D,Eagle Beach,Sold, Commercial,609 m² (6.555 Sq Ft),389.000,8,6,No,12.550398857163396,"-70.04308277339935
                                        ",https://kw-aruba.com//listings/apartment-complex-bubali-79-d-2
Concessielaan 8,Oranjestad,Reduced in price, Commercial,770 m² (8.288 Sq Ft),235.955,0,4,,12.522037838576841,"-70.03370040626525
                                        ",https://kw-aruba.com//listings/concessielaan-8
Tanki Flip Commercial Building,Noord,Price upon Request, Commercial, m² (0 Sq Ft),upon,6,0,,12.546144379792658,"-70.03040665359497
                                        ",https://kw-aruba.com//listings/tanki-flip-780m2-commercial-space
Esmeralda 34-E,Malmok,Rented, Residential,1132 m² (12.185 Sq Ft),2.500,3,2,No,12.594075831900323,"-70.04241758556365
                                        ",https://kw-aruba.com//listings/esmeralda-34-e
Paradera 117G,Paradera,Rented, Residential, m² (0 Sq Ft),2.000,3,2,Yes,12.534828436955243,"-70.00005477638244
                                        ",https://kw-aruba.com//listings/paradera-117g-2
Bushiri 90,Noord,Rented, Residential,705 m² (7.589 Sq Ft),2.000,3,2,No,12.541737976193227,"-70.0500618812561
                                        ",https://kw-aruba.com//listings/bushiri-90
Kas Paloma Home,Oranjestad,New Listing, Residential,0 m² (0 Sq Ft),1.967,3,2,No,12.493215429856953,"-70.00726455421447
                                        ",https://kw-aruba.com//listings/kas-paloma-home
Casibari 86,Paradera,Rented, Residential,515 m² (5.543 Sq Ft),1.700,3,2,No,12.533584752580351,"-69.99808603496551
                                        ",https://kw-aruba.com//listings/casibari-86
Esmeralda 34-D,Noord,Rented, Residential,690 m² (7.427 Sq Ft),1.700,3,2,No,12.594808779354617,"-70.042658984375
                                        ",https://kw-aruba.com//listings/esmeralda-34-d
Primavera Home,Oranjestad,New Listing, Residential,1000 m² (10.764 Sq Ft),1.685,4,3,No,12.512841831212317,"-70.00992530555725
                                        ",https://kw-aruba.com//listings/primavera-home-2
Papaya 9 Y,Paradera,Rented, Residential, m² (0 Sq Ft),1.658,3,1,Yes,12.543225113109976,"-70.01172775001525
                                        ",https://kw-aruba.com//listings/papaya
BELGIESTRAAT35,Oranjestad,Rented, Residential, m² (0 Sq Ft),1.600,3,2,No,12.531160205366815,"-70.04302376480102
                                        ",https://kw-aruba.com//listings/belgiestraat35
Bubali Apartment #3,Eagle Beach,Rented, Residential, m² (0 Sq Ft),1.500,2,1,Yes,12.551503700707567,"-70.04866176815032
                                        ",https://kw-aruba.com//listings/bubali-apartment-3
Paradera Two Bedroom Apartment,Paradera,New Listing, Residential,0 m² (0 Sq Ft),1.405,2,1,No,12.530636542066635,"-70.00090771884918
                                        ",https://kw-aruba.com//listings/Paradera-Two-Bedroom-Apartment
Vigia 28,Paradera,Rented, Residential, m² (0 Sq Ft),1.404,2,2,No,12.540669745784752,"-70.0013797876358
                                        ",https://kw-aruba.com//listings/vigia-28
Fortheuvelstraat 49,San Nicolas,New Listing, Residential,724 m² (7.793 Sq Ft),1.404,3,2,No,12.434122991273203,"-69.88811546535491
                                        ",https://kw-aruba.com//listings/fortheuvelstraat-49-2
Wayaca 420,Oranjestad,Rented, Residential,600 m² (6.458 Sq Ft),1.400,2,2,No,12.504194775849095,"-69.99953376737056
                                        ",https://kw-aruba.com//listings/wayaca-420
Westpunt 50,Noord,Rented, Residential,809 m² (8.708 Sq Ft),1.264,2,1,No,12.595938984309488,"-70.0376425930542
                                        ",https://kw-aruba.com//listings/westpunt50
Savaneta Residence,Savaneta,Rented, Residential,0 m² (0 Sq Ft),1.095,2,2,No,12.457554153542432,"-69.9510239955902
                                        ",https://kw-aruba.com//listings/savaneta-residence
Paradera 3-Bedroom Home,Paradera,Rented, Residential, m² (0 Sq Ft),1.068,3,2,No,12.539622456769523,"-70.00531727046966
                                        ",https://kw-aruba.com//listings/paradera-3-bedroom-home
Pos Chiquito Home Residence,Pos Chiquito,Rented, Residential, m² (0 Sq Ft),1.011,0,0,,12.465348356892333,"-69.9584805366516
                                        ",https://kw-aruba.com//listings/Pos Chiquito-home-residence
Dominicanessenstraat 23,Oranjestad,Rented, Residential,45 m² (484 Sq Ft),899,1,1,No,12.522306225099781,"-70.0297454890728
                                        ",https://kw-aruba.com//listings/dominicanessenstraat
Nune Apartment #1,Paradera,Rented, Residential,0 m² (0 Sq Ft),843,1,1,No,12.538313339513186,"-70.00703924865722
                                        ",https://kw-aruba.com//listings/nune-apartment-1-2
Paradera One Bedroom Apartment,Paradera,New Listing, Residential,0 m² (0 Sq Ft),843,1,1,No,12.53064701534307,"-70.0009130832672
                                        ",https://kw-aruba.com//listings/paradera-one-bedroom-apartment
Salina Cerca Townhouse,Noord,Rented, Condominium/Townhouse, m² (0 Sq Ft),2.400,3,2,Yes,12.581431534490386,"-70.03778206792298
                                        ",https://kw-aruba.com//listings/salina-cerca-townhouse
Harbour House Studio 422S,Oranjestad,,, m² (0 Sq Ft),2.150,0,1,Yes,12.519367050158875,"-70.04092091293334
                                        ",https://kw-aruba.com//listings/harbour-house-studio-422s
Aruba Breeze Townhouse,Noord,Rented, Condominium/Townhouse,0 m² (0 Sq Ft),2.000,2,2,Yes,,,https://kw-aruba.com//listings/aruba-breeze-townhouse
Gold Coast Villa,Noord,Rented, Condominium/Townhouse,0 m² (0 Sq Ft),1.800,2,2,Yes,,,https://kw-aruba.com//listings/gold-coast-villa
Diamante 189H,Malmok,Rented, Condominium/Townhouse, m² (0 Sq Ft),1.350,1,1,Yes,12.599206420083334,"-70.04330271453857
                                        ",https://kw-aruba.com//listings/diamante-189h
Boutique Hotel OceanZ,Malmok,,,1430 m² (15.393 Sq Ft),9.500.000,17,13,Yes,12.600103638318503,"-70.04983591523595
                                        ",https://kw-aruba.com//listings/hotel-oceanz
Gray Door Apartments (Commercial Investment),Noord,Reduced in price, Commercial,995 m² (10.710 Sq Ft),3.100.000,13,14,Yes,12.569209349263728,"-70.03050857753753
                                        ",https://kw-aruba.com//listings/gray-door-apartments
Lux Villas by GG,Noord,,,4454 m² (47.943 Sq Ft),2.750.000,18,18,Yes,12.552273423027449,"-70.03662937850952
                                        ",https://kw-aruba.com//listings/lux-villas-gg
Tropical Boutique Hotel,Oranjestad,Sold, Commercial,1904 m² (20.495 Sq Ft),1.325.000,12,12,Yes,12.528447617956878,"-70.0368064043045
                                        ",https://kw-aruba.com//listings/tropical-boutique-hotel
Island Yoga Building,Palm Beach,New Listing, Commercial,1335 m² (14.370 Sq Ft),1.200.000,0,5,No,12.564237858200068,"-70.03545188875198
                                        ",https://kw-aruba.com//listings/IslandYoga
Salina Cerca villa and apartments,Noord,Under contract, Commercial,907 m² (9.763 Sq Ft),995.000,7,6,Yes,12.578662508994416,"-70.0359588262558
                                        ",https://kw-aruba.com//listings/salina-cerca-villa-and-apartments
Commercial Industrial Building,Oranjestad,,,2545 m² (27.394 Sq Ft),955.056,0,0,No,12.51325031685309,"-70.02053612442016
                                        ",https://kw-aruba.com//listings/commercial-industrial-building
WILHELMINA STRAAT 102,Oranjestad,,,1585 m² (17.061 Sq Ft),955.000,0,0,,12.517900723193646,"-70.03038519592285
                                        ",https://kw-aruba.com//listings/wilhelmina-straat-102
Koyari Boutique Apartments,Noord,Under contract, Commercial,1506 m² (16.211 Sq Ft),939.000,8,8,Yes,12.558776699283268,"-70.0454162952423
                                        ",https://kw-aruba.com//listings/koyari-apartments
Cariñas apartments Palm Beach,Noord,,,706 m² (7.599 Sq Ft),853.000,7,6,No,12.573345640304296,"-70.04068756074905
                                        ",https://kw-aruba.com//listings/carinas-apartments-palm-beach
Monaco Vacation House,Oranjestad,,,1382 m² (14.876 Sq Ft),850.000,8,8,Yes,12.526792820888476,"-70.02164924116134
                                        ",https://kw-aruba.com//listings/monaco-vacation-house
Beatrixstraat Apartment Complex,Oranjestad,,,530 m² (5.705 Sq Ft),650.000,6,6,Yes,12.515758823474618,"-70.03291183681488
                                        ",https://kw-aruba.com//listings/beatrixstraat-apartment-complex
Bubali 107 F,Noord,New Listing, Commercial,630 m² (6.781 Sq Ft),499.900,8,7,No,12.551734094024456,"-70.04375332565307
                                        ",https://kw-aruba.com//listings/bubali-107-f
"Office building ""The Vault""",Oranjestad,,,284 m² (3.057 Sq Ft),449.438,0,1,,12.51936181329169,"-70.03432267875671
                                        ",https://kw-aruba.com//listings/vault-2
Commercial Ierlandstraat,Oranjestad,New Listing, Commercial,893 m² (9.612 Sq Ft),421.349,4,3,No,12.531437746484407,"-70.0470175740242
                                        ",https://kw-aruba.com//listings/commercial-ierlandstraat
Apartment Complex Bubali 79-D,Eagle Beach,Sold, Commercial,609 m² (6.555 Sq Ft),389.000,8,6,No,12.550398857163396,"-70.04308277339935
                                        ",https://kw-aruba.com//listings/apartment-complex-bubali-79-d-2
Concessielaan 8,Oranjestad,Reduced in price, Commercial,770 m² (8.288 Sq Ft),235.955,0,4,,12.522037838576841,"-70.03370040626525
                                        ",https://kw-aruba.com//listings/concessielaan-8
Tanki Flip Commercial Building,Noord,Price upon Request, Commercial, m² (0 Sq Ft),upon,6,0,,12.546144379792658,"-70.03040665359497
                                        ",https://kw-aruba.com//listings/tanki-flip-780m2-commercial-space
