Product_name,Alcohol_amount,Alcohol_percent,Price,Category
Ardbeggeddon 1972,75,48.4,"7,500",Scotch Whiskey
Benrinnes 1996,70,59.3,399,Scotch Whiskey
Black Bowmore 1964,75,49,"22,000",Scotch Whiskey
Black Bowmore 1964,75,50,"26,000",Scotch Whiskey
Glenugie 1967,70,40,750,Scotch Whiskey
Glen Garioch 1968,70,54.4,"3,000",Scotch Whiskey
Glendronach 1968,75,43,"5,000",Scotch Whiskey
Glenkinchie 1992,70,58.1,325,Scotch Whiskey
Inchgower 1993,70,61.9,350,Scotch Whiskey
Glenfiddich 40 Year Old,70,44.9,"5,000",Scotch Whiskey
Strathisla 1967,70,44.5,"1,200",Scotch Whiskey
Knockando 1965 Extra Old Reserve,75,43,675,Scotch Whiskey
Strathisla 1963,70,43,"1,300",Scotch Whiskey
Glendronach 19 Year Old,75,45,"4,500",Scotch Whiskey
Glenrothes 1954,75,40,"2,000",Scotch Whiskey
Scapa 10 Year Old,100,43,500,Scotch Whiskey
Dalwhinnie 15 Year Old,100,43,250,Scotch Whiskey
Talisker 1955,70,40,"3,500",Scotch Whiskey
Aultmore 12 Year Old,75.7,40,375,Scotch Whiskey
Glen Grant 42 Year Old,75.7,40,"2,000",Scotch Whiskey
Longmorn 1969,70,57.7,"3,000",Scotch Whiskey
Glenugie 1967,70,40,750,Scotch Whiskey
Glenugie 1966,75,40,"1,250",Scotch Whiskey
Talisker 30 Year Old,70,53.1,"1,500",Scotch Whiskey
Balvenie 17 Year Old,70,43,750,Scotch Whiskey
St Magdalene 1982,70,55,900,Scotch Whiskey
Aberlour Antique,70,43,175,Scotch Whiskey
Brora 1981,70,58.1,"2,000",Scotch Whiskey
Glenfarclas 1962,70,52,"5,500",Scotch Whiskey
Glenfarclas 150th Anniversary & 4 Glasses Set,75,43,"2,000",Scotch Whiskey
Brora 1972,70,58.7,"10,000",Scotch Whiskey
Highland Park 8 Year Old,75,43,850,Scotch Whiskey
Glenury Royal 1973,70,53.7,750,Scotch Whiskey
Dalwhinnie 8 Year Old,75,40,375,Scotch Whiskey
St Magdalene 1964,75,40,"1,600",Scotch Whiskey
Macallan 1980,70,40,"8,000",Scotch Whiskey
Tamdhu 10 Year Old,75,40,275,Scotch Whiskey
Glen Spey 12 Year Old,70,53.5,299,Scotch Whiskey
St Magdalene 1980,70,40,750,Scotch Whiskey
Glen Elgin 14 Year Old,75,43,450,Scotch Whiskey
Laphroaig 21 Year Old,70,53.4,"2,750",Scotch Whiskey
Brora 1972,70,58.7,"11,000",Scotch Whiskey
Linlithgow 1982,70,43,699,Scotch Whiskey
Aberlour 1966,70,43,"2,000",Scotch Whiskey
Bruichladdich 1984,70,51,"1,100",Scotch Whiskey
Glenfarclas 105',70,60,"4,500",Scotch Whiskey
Brorageddon 1972,75,50.8,"12,000",Scotch Whiskey
Laphroaig 1981,70,56.6,"7,500",Scotch Whiskey
Glenesk,75,40,900,Scotch Whiskey
Inchgower 12 Year Old,75.7,40,299,Scotch Whiskey
Glenfarclas 8 Year Old,75,40,350,Scotch Whiskey
Glen Grant 1954,70,40,"2,350",Scotch Whiskey
Glen Grant 1953,70,40,"3,000",Scotch Whiskey
Springbank 1966,70,52.5,"6,500",Scotch Whiskey
Singleton of Auchroisk 20 Year Old,75,59,950,Scotch Whiskey
Royal Lochnagar 10 Year Old,70,57.2,399,Scotch Whiskey
Hillside 1970,75,61.1,"1,000",Scotch Whiskey
Glentauchers 1979,70,40,"1,500",Scotch Whiskey
Glendronach 12 Year Old,70,40,299,Scotch Whiskey
Ardbeg 1972,70,48.5,"7,500",Scotch Whiskey
Talisker 1955,70,53.6,"7,500",Scotch Whiskey
Port Ellen 1980,70,43,"1,000",Scotch Whiskey
Old Pulteney 8 Year Old,75,40,750,Scotch Whiskey
Glenlivet 1946,75,40,"3,000",Scotch Whiskey
Glenfarclas Morgan 18 Year Old,75,43,550,Scotch Whiskey
Caol Ila 12 Year Old,75,40,"1,200",Scotch Whiskey
Glenfarclas 21 Year Old,75,43,950,Scotch Whiskey
Glenfarclas 15 Year Old,75,40,700,Scotch Whiskey
Glenfarclas 15 Year Old,75,46,600,Scotch Whiskey
Balvenie 12 Year Old Classic,75,43,800,Scotch Whiskey
SMWS 92.7 (Lochside),70,61.2,"7,000",Scotch Whiskey
Linkwood,70,43,399,Scotch Whiskey
Ardbeg 1998,70,55.9,450,Scotch Whiskey
Strathisla 35 Year Old,75,40,"1,100",Scotch Whiskey
Glenlivet 1948,75,40,"3,250",Scotch Whiskey
Hazelwood Reserve (Kininvie) 1990,70,52.5,650,Scotch Whiskey
Bunnahabhain 12 Year Old,70,40,225,Scotch Whiskey
Port Ellen 1979,70,40,950,Scotch Whiskey
Port Ellen 12 Year Old,70,40,900,Scotch Whiskey
Glen Grant 1948,70,40,"4,200",Scotch Whiskey
Glenmorangie 1993,70,56.9,350,Scotch Whiskey
Glenmorangie 1976,75,59.2,"2,500",Scotch Whiskey
Bowmore De Luxe,75.7,40,950,Scotch Whiskey
Port Ellen 1982,70,56.8,"1,500",Scotch Whiskey
Ardbeg 1975,70,53.7,"7,000",Scotch Whiskey
Glenury Royal 1970,70,57.9,"1,250",Scotch Whiskey
Tobermory Bicentenary,70,40,350,Scotch Whiskey
Aultmore 12 Year Old,75,40,450,Scotch Whiskey
Glen Grant 1972,70,54.9,"2,000",Scotch Whiskey
Laphroaig 1980,70,57.4,"10,000",Scotch Whiskey
Cragganmore 12 Year Old,75,45.7,750,Scotch Whiskey
Glen Grant 1966,70,40,925,Scotch Whiskey
Linlithgow 1982,70,50,850,Scotch Whiskey
Bruichladdich 34 Year Old,70,41,"1,100",Scotch Whiskey
Ledaig 20 Year Old,70,40,"1,000",Scotch Whiskey
Fettercairn 875,75,43,500,Scotch Whiskey
Longmorn 15 Year Old,70,43,299,Scotch Whiskey
Glentauchers 12 Year Old,75,43,"3,500",Scotch Whiskey
Talisker 30 Year Old,70,50.7,"1,700",Scotch Whiskey
Lagavulin 1985,70,56.5,"3,500",Scotch Whiskey
Glenfarclas 1966,70,51.5,"4,100",Scotch Whiskey
Glenfarclas 1963,70,56.7,"5,000",Scotch Whiskey
Glenfarclas 1958,70,51.6,"7,500",Scotch Whiskey
Benromach 17 Year Old,70,43,275,Scotch Whiskey
Glenrothes 8 Year Old,75,40,450,Scotch Whiskey
Dalmore 1973,70,45,"7,500",Scotch Whiskey
Ardbeg 1972,70,44.2,"7,500",Scotch Whiskey
Isle of Jura 1966,70,45.1,"6,500",Scotch Whiskey
Secret Stills No: 2.1 (Cragganmore) 1966,70,45,"1,200",Scotch Whiskey
Bruichladdich,75,43,350,Scotch Whiskey
Glenfarclas 12 Year Old,75,43,700,Scotch Whiskey
Dufftown-Glenlivet 8 Year Old,75,40,299,Scotch Whiskey
Dalmore 12 Year Old,75,40,299,Scotch Whiskey
Longrow 1973,75,46,"5,000",Scotch Whiskey
Glen Garioch 1968,70,56.4,"3,000",Scotch Whiskey
Bowmore Bicentenary,75,43,"5,500",Scotch Whiskey
Aberlour-Glenlivet Centenary Crystal,75,46,"1,500",Scotch Whiskey
Ardbeg 1998,70,54.1,450,Scotch Whiskey
Ardbeg 1975,70,58.3,"3,250",Scotch Whiskey
Oban 14 Year Old,75,43,235,Scotch Whiskey
Glenordie 12 Year Old,75,40,250,Scotch Whiskey
Ardbeg 1975,70,46.1,"3,250",Scotch Whiskey
Talisker 30 Year Old,70,51.9,"1,750",Scotch Whiskey
St Magdalene 1964,75,40,"1,500",Scotch Whiskey
Rosebank 8 Year Old,75,40,"1,100",Scotch Whiskey
Lochside 1966,75,40,"1,000",Scotch Whiskey
Glen Ord 1973,75,59.8,"1,000",Scotch Whiskey
Glen Ord 12 Year Old,70,40,150,Scotch Whiskey
Glen Grant 1968,70,57.7,"1,500",Scotch Whiskey
Glen Elgin,75,43,175,Scotch Whiskey
Secret Stills No: 2.1 (Cragganmore) 1966,70,45,"1,200",Scotch Whiskey
Cardhu 12 Year Old,100,43,225,Scotch Whiskey
Brora 1982,70,43,"1,200",Scotch Whiskey
Tullibardine 10 Year Old,75,40,125,Scotch Whiskey
Tamnavulin 1966,70,52.6,"2,500",Scotch Whiskey
Talisker 12 Year Old,75,43,"1,100",Scotch Whiskey
Talisker 8 Year Old,75,45.8,"1,200",Scotch Whiskey
Talisker 1958,75,40,"2,500",Scotch Whiskey
Talisker 1958,75,40,"2,500",Scotch Whiskey
Talisker 1956,75,54.4,"7,000",Scotch Whiskey
Talisker 1956,75,40,"3,500",Scotch Whiskey
Talisker 1955,70,50.4,"7,500",Scotch Whiskey
Strathmill Centenary Decanter,75,43,"1,200",Scotch Whiskey
Strathmill 15 Year Old,70,53.5,325,Scotch Whiskey
Strathisla 30 Year Old,75,40,"1,000",Scotch Whiskey
Strathisla 1964,70,43,"1,750",Scotch Whiskey
Strathisla 1954,70,43,"3,000",Scotch Whiskey
Strathisla 1953,70,43,"3,500",Scotch Whiskey
Strathisla 1937,75,40,"4,000",Scotch Whiskey
Springbank 1967,75,46,"6,000",Scotch Whiskey
Springbank 50 Year Old,75,43,"42,000",Scotch Whiskey
Springbank 1965,75,46,"6,000",Scotch Whiskey
Springbank 1963,75,46,"6,000",Scotch Whiskey
Springbank 15 Year Old,75,46,"1,500",Scotch Whiskey
Springbank 15 Year Old,75,46,"2,250",Scotch Whiskey
Springbank 15 Year Old,75,46,"1,800",Scotch Whiskey
Springbank 12 Year Old,75,46,750,Scotch Whiskey
Springbank 1969,70,46,"3,000",Scotch Whiskey
Springbank 30 Year Old,70,50,"2,000",Scotch Whiskey
Springbank 1964,70,52.2,"6,500",Scotch Whiskey
Springbank 1964,75,51.5,"5,500",Scotch Whiskey
Singleton of Auchroisk 1975,75,40,299,Scotch Whiskey
Singleton of Auchroisk 10 Year Old,100,43,195,Scotch Whiskey
Rosebank,75,40,"1,350",Scotch Whiskey
Rosebank Ceramic 15 Year Old,75,50,"1,500",Scotch Whiskey
Port Ellen 1979,70,46,"2,250",Scotch Whiskey
Port Ellen 1979,70,43,900,Scotch Whiskey
Port Ellen 1979,70,50,"1,350",Scotch Whiskey
Port Ellen 1978,70,50,"1,350",Scotch Whiskey
Old Pulteney 1966,70,40,"1,200",Scotch Whiskey
North Port Brechin 1974,75,43,675,Scotch Whiskey
North Port Brechin 1979,70,61.2,750,Scotch Whiskey
Brechin 1976,70,60.4,750,Scotch Whiskey
Mortlach 1954,70,43,"3,000",Scotch Whiskey
Mortlach 1949,70,40,"4,000",Scotch Whiskey
Mortlach 1936,75,40,"4,000",Scotch Whiskey
Mortlach 1936,75,40,"10,000",Scotch Whiskey
Mortlach 1936,75,40,"7,500",Scotch Whiskey
Mortlach 1936,75,43,"5,500",Scotch Whiskey
Miltonduff-Glenlivet 12 Year Old,75.7,43,250,Scotch Whiskey
Millburn 1974,70,58.7,699,Scotch Whiskey
Millburn 1975,70,58.9,850,Scotch Whiskey
Pride of Strathspey 1938,75,40,"6,000",Scotch Whiskey
Macallan Private Eye,70,40,"10,000",Scotch Whiskey
Macallan 1979,70,40,"8,000",Scotch Whiskey
Laphroaig 1977,75,43,"3,250",Scotch Whiskey
Laphroaig 1976,75,43,"3,250",Scotch Whiskey
Laphroaig 15 Year Old,75,40,"1,250",Scotch Whiskey
Laphroaig 10 Year Old,75,40,"6,000",Scotch Whiskey
Linkwood 1954,70,40,"2,350",Scotch Whiskey
Linkwood 1939,75,40,"4,000",Scotch Whiskey
Linkwood 1939,75,43,"4,000",Scotch Whiskey
Lagavulin 12 Year Old,75,43,"3,000",Scotch Whiskey
Lagavulin 12 Year Old,75,43,"2,000",Scotch Whiskey
Lagavulin 12 Year Old,70,57.8,500,Scotch Whiskey
Longrow 1987,70,45,"4,500",Scotch Whiskey
Longrow 1973,70,43.2,"4,000",Scotch Whiskey
Longrow 1974,70,54.7,"3,000",Scotch Whiskey
Longmorn 1973,70,55.5,"2,000",Scotch Whiskey
Lochside 10 Year Old,75,40,399,Scotch Whiskey
Lochside 1966,70,47.7,"1,500",Scotch Whiskey
Loch Dhu 10 Year Old,100,40,350,Scotch Whiskey
Knockando 1974,70,43,350,Scotch Whiskey
Isle of Jura 1973,70,55,"1,750",Scotch Whiskey
Isle of Jura 1965,70,44,"4,000",Scotch Whiskey
Highland Park 25 Year Old,70,53.5,"2,000",Scotch Whiskey
Highland Park 21 Year Old,75,43,"3,000",Scotch Whiskey
Highland Park 1977,70,40,900,Scotch Whiskey
Highland Park 1967,70,43,"1,400",Scotch Whiskey
Highland Park 18 Year Old,70,43,375,Scotch Whiskey
Highland Park 12 Year Old,70,40,495,Scotch Whiskey
Highland Park 8 Year Old,75,43,850,Scotch Whiskey
Glenury Royal 1953,70,42.8,"15,000",Scotch Whiskey
Glenugie 1979,70,50,750,Scotch Whiskey
Glen Spey 8 Year Old,70,40,350,Scotch Whiskey
Glen Spey 8 Year Old,75,40,350,Scotch Whiskey
Glen Spey 21 Year Old,75,55.4,399,Scotch Whiskey
Glen Scotia 1969,70,50,"1,750",Scotch Whiskey
Glenrothes 1979,70,43,700,Scotch Whiskey
Glenrothes 1978,70,43,750,Scotch Whiskey
Glenrothes 1973,70,43,"1,250",Scotch Whiskey
Glenrothes 1971,70,43,"1,350",Scotch Whiskey
Glendronach 150th Anniversary,75,40,"3,000",Scotch Whiskey
Glendronach 1968,75,43,"3,000",Scotch Whiskey
Glen Ord 12 Year Old,75,40,250,Scotch Whiskey
Glen Mhor 1965,70,49.2,"1,000",Scotch Whiskey
Glen Mhor 10 Year Old,75,43,"2,500",Scotch Whiskey
Glen Mhor 10 Year Old,75,43,750,Scotch Whiskey
Glen Mhor 1965,70,43,800,Scotch Whiskey
Glenmorangie Port Wood,70,46.5,600,Scotch Whiskey
Glenmorangie Cognac Matured,70,43,650,Scotch Whiskey
Glenmorangie Warehouse No.3 Reserve,100,40,250,Scotch Whiskey
Glenmorangie,70,43,"1,500",Scotch Whiskey
Glenmorangie 1993,70,56.3,750,Scotch Whiskey
Glenmorangie 1991,70,55.7,750,Scotch Whiskey
Glenmorangie 1981,70,54.5,"1,000",Scotch Whiskey
Glenmorangie 1979,70,40,600,Scotch Whiskey
Glenmorangie 1975,70,43,"1,750",Scotch Whiskey
Glenmorangie 1975,70,46,"1,750",Scotch Whiskey
Glenmorangie Original 1974,50,43,700,Scotch Whiskey
Glenmorangie 12 Year Old,70,40,250,Scotch Whiskey
Glenmorangie 10 Year Old,100,57.2,350,Scotch Whiskey
Glenlochy 1952,70,43,"4,500",Scotch Whiskey
Glenlivet Special Export Reserve,75,43,700,Scotch Whiskey
Glenlivet 34 Year Old,75,40,"2,000",Scotch Whiskey
Glenlivet 21 Year Old,75,43,"1,200",Scotch Whiskey
Glenlivet 20 Year Old,75,45.7,"1,200",Scotch Whiskey
Glenlivet 1967,70,46,"2,500",Scotch Whiskey
Glenlivet 1964,70,45.1,"4,000",Scotch Whiskey
Glenlivet 1955,70,40,"2,250",Scotch Whiskey
Glenlivet 1946,70,40,"3,250",Scotch Whiskey
Glenlossie 12 Year Old,70,55.5,325,Scotch Whiskey
Glen Grant 20 Year Old,75,43,750,Scotch Whiskey
Glen Grant 1972,70,56.1,"1,500",Scotch Whiskey
Glen Grant 1965,70,40,"1,000",Scotch Whiskey
Glen Grant 1958,70,40,"2,000",Scotch Whiskey
Glen Grant 1956,70,40,"2,000",Scotch Whiskey
Glen Grant 1955,70,40,"2,350",Scotch Whiskey
Glen Grant 1952,75,40,"2,800",Scotch Whiskey
Glen Grant 1952,70,40,"2,800",Scotch Whiskey
Glen Grant 1951,70,40,"3,200",Scotch Whiskey
Glen Grant 1950,70,40,"3,200",Scotch Whiskey
Glen Grant 1948,70,40,"5,000",Scotch Whiskey
Glen Grant 1936,75,40,"4,500",Scotch Whiskey
Glen Grant 15 Year Old,75.7,40,399,Scotch Whiskey
Glenglassaugh 12 Year Old,70,43,150,Scotch Whiskey
Glen Garioch Bicentenary 37 Year Old,70,43,"3,000",Scotch Whiskey
Glen Garioch 1968,75,55.5,"3,000",Scotch Whiskey
Glen Garioch 1968,70,56.3,"3,000",Scotch Whiskey
Glen Garioch 1958,70,43,"3,500",Scotch Whiskey
Glen Garioch 1968,70,55.9,"1,750",Scotch Whiskey
Glen Flagler 1972,70,52,"1,500",Scotch Whiskey
Glen Flagler 1970,70,50.1,"1,200",Scotch Whiskey
Glen Flagler,75,40,899,Scotch Whiskey
Glen Flagler 1973,70,46,"2,000",Scotch Whiskey
Glen Flagler 8 Year Old,75,40,699,Scotch Whiskey
Glen Flagler 5 Year Old,75,40,699,Scotch Whiskey
Glenfiddich Straight Malt,75,40,"1,500",Scotch Whiskey
Glenfiddich 50 Year Old,70,43,"27,500",Scotch Whiskey
Glenfiddich 1991,70,40,350,Scotch Whiskey
Glenfarclas 1959,70,50.2,"4,000",Scotch Whiskey
Glenfarclas 1959,70,46,"4,000",Scotch Whiskey
Glenfarclas 15 Year Old,75,45,700,Scotch Whiskey
Glenfarclas-Glenlivet 8 Year Old,75,40,699,Scotch Whiskey
Glenfarclas 25 Year Old,75,40,"1,500",Scotch Whiskey
Glenesk 1969,75,60,650,Scotch Whiskey
Glenesk 12 Year Old,75,40,350,Scotch Whiskey
Glenesk 5 Year Old,75,40,350,Scotch Whiskey
Glenesk 1984,70,43,450,Scotch Whiskey
Glencadam 12 Year Old,75,40,650,Scotch Whiskey
Glen Albyn 10 Year Old,75,43.4,750,Scotch Whiskey
Edradour 10 Year Old,75,40,275,Scotch Whiskey
Edradour 10 Year Old,70,40,225,Scotch Whiskey
Dunglas 1967,70,46,699,Scotch Whiskey
Dunglass 1967,75,46,"1,000",Scotch Whiskey
Dufftown-Glenlivet 12 Year Old,100,43,299,Scotch Whiskey
Dufftown-Glenlivet 8 Year Old,100,40,299,Scotch Whiskey
Dufftown-Glenlivet 8 Year Old,75.7,40,275,Scotch Whiskey
Dufftown-Glenlivet 8 Year Old,75,46,399,Scotch Whiskey
Dufftown-Glenlivet 8 Year Old,75,46,450,Scotch Whiskey
Dufftown-Glenlivet 8 Year Old,75,40,225,Scotch Whiskey
Dufftown-Glenlivet 8 Year Old,75,46,600,Scotch Whiskey
Dailuaine 17 Year Old,70,59.5,700,Scotch Whiskey
Dailuaine 1980,70,63,"1,750",Scotch Whiskey
Dalmore 50 Year Old,75,43,"40,000",Scotch Whiskey
Dalmore 30 Year Old,70,50,"5,000",Scotch Whiskey
Dalmore 25 Year Old,75,43,"5,000",Scotch Whiskey
Dalmore 12 Year Old,75,40,299,Scotch Whiskey
Dalmore 12 Year Old,75,43,600,Scotch Whiskey
Dalmore 8 Year Old,75,40,"1,350",Scotch Whiskey
Dallas Dhu Centenary,70,40,750,Scotch Whiskey
Dallas Dhu 23 Year Old,70,40,900,Scotch Whiskey
Dalwhinnie 15 Year Old,75,43,250,Scotch Whiskey
Dalwhinnie Centenary,70,56.1,350,Scotch Whiskey
Convalmore 1977,70,57.9,"1,350",Scotch Whiskey
Clynelish 1965,70,52.1,"10,000",Scotch Whiskey
Caol Ila 15 Year Old,75,63,"8,500",Scotch Whiskey
Cragganmore 17 Year Old,75,62,"1,000",Scotch Whiskey
Cardhu 15 Year Old,75,63,"1,000",Scotch Whiskey
Cardhu 12 Year Old,75,40,150,Scotch Whiskey
Cardhu 8 Year Old,75,43,600,Scotch Whiskey
Cardhu 8 Year Old,75,43,500,Scotch Whiskey
Caperdonich 5 Year Old,75,40,750,Scotch Whiskey
Ben Wyvis 1965,70,44,"5,500",Scotch Whiskey
Bunnahabhain 1966,70,40.7,"1,500",Scotch Whiskey
Bunnahabhain 1966,70,46.1,"3,000",Scotch Whiskey
Bunnahabhain 1963,70,43,"2,000",Scotch Whiskey
Bruichladdich 1964,70,43.1,"5,500",Scotch Whiskey
Bruichladdich 21 Year Old,75,43,550,Scotch Whiskey
Bruichladdich 1970,70,44.2,"1,650",Scotch Whiskey
Bruichladdich 1966,70,40.6,"1,500",Scotch Whiskey
Bruichladdich 15 Year Old,75,43,900,Scotch Whiskey
Bruichladdich 10 Year Old,70,40,225,Scotch Whiskey
Bruichladdich 1966,70,40.5,"1,250",Scotch Whiskey
Brora 1981,70,43,850,Scotch Whiskey
